id,age,gender,education,marital_status,skills,experience_years,location,target_job,barriers,employment_status,current_salary,location_normalized,region,salary_anomaly,salary_zero_retired,quality_score,quality_grade
worker_0397,40,male,primary,single,an ninh|bảo vệ|tuần tra|salary_range,12,Bình Dương,Bảo vệ,techGap|family,self-employed,13880831,Bình Dương,south_east,False,False,100,A
worker_0398,43,female,upper_secondary,divorced,chào hỏi|order|phục vụ|salary_range,16,Cần Thơ,Nhân viên phục vụ,,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0399,43,other,primary,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,15,Thanh Hóa,Công nhân sản xuất,family|health,self-employed,3442165,Thanh Hóa,north,False,False,100,A
worker_0400,64,female,college,single,chào hỏi|order|phục vụ|salary_range,30,Hà Nội,Nhân viên phục vụ,,retired,10260005,Hà Nội,north,False,False,100,A
worker_0401,36,female,university,married,dọn dẹp|giặt là|nấu ăn|salary_range,13,Thái Nguyên,Giúp việc / Dịch vụ,,self-employed,8115878,Thái Nguyên,north,False,False,100,A
worker_0402,59,female,university,widowed,hành chính|kế toán|văn phòng|salary_range,30,Đà Lạt,Kế toán / Hành chính,techGap,unemployed,0,Đà Lạt,central_highlands,False,False,100,A
worker_0403,55,female,college,married,bằng lái|lái xe|vận chuyển|salary_range,27,Hải Phòng,Lái xe,techGap,employed,7581394,Hải Phòng,north,False,False,100,A
worker_0404,37,female,primary,widowed,bằng lái|lái xe|vận chuyển|salary_range,12,Buôn Ma Thuột,Lái xe,location,retired,14849613,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0405,47,other,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,25,Hải Dương,Công nhân sản xuất,other,self-employed,11617882,Hải Dương,north,False,False,100,A
worker_0406,60,male,upper_secondary,widowed,barista|pha chế|đồ uống|salary_range,30,Huế,Pha chế,health,retired,8573637,Huế,central,False,False,100,A
worker_0407,61,other,college,single,công trình|xây dựng|xây tô|salary_range,30,Hà Nội,Lao động xây dựng,techGap,unemployed,0,Hà Nội,north,False,False,100,A
worker_0408,49,female,college,married,dọn dẹp|giặt là|nấu ăn|salary_range,21,Cần Thơ,Giúp việc / Dịch vụ,,self-employed,10889334,Cần Thơ,mekong,False,False,100,A
worker_0409,42,male,upper_secondary,widowed,barista|pha chế|đồ uống|salary_range,17,Nam Định,Pha chế,other|techGap,unemployed,0,Nam Định,north,False,False,100,A
worker_0410,61,male,upper_secondary,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Bắc Ninh,Công nhân sản xuất,family,self-employed,7006435,Bắc Ninh,north,False,False,100,A
worker_0411,43,other,primary,single,dọn dẹp|giặt là|nấu ăn|salary_range,21,Bắc Ninh,Giúp việc / Dịch vụ,,retired,4691072,Bắc Ninh,north,False,False,100,A
worker_0412,47,male,college,married,an ninh|bảo vệ|tuần tra|salary_range,24,Huế,Bảo vệ,family|techGap|health,retired,7591274,Huế,central,False,False,100,A
worker_0413,43,male,upper_secondary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,23,Vinhy,Giúp việc / Dịch vụ,,retired,5684631,Vinh,north,False,False,100,A
worker_0414,64,other,university,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Đà Lạt,Công nhân sản xuất,other|health,retired,11446156,Đà Lạt,central_highlands,False,False,100,A
worker_0415,58,female,primary,married,công trình|xây dựng|xây tô|salary_range,30,Cần Thơ,Lao động xây dựng,health|location,self-employed,14971635,Cần Thơ,mekong,False,False,100,A
worker_0416,59,female,college,married,công trình|xây dựng|xây tô|salary_range,30,Vinhy,Lao động xây dựng,location|techGap,employed,11088652,Vinh,north,False,False,100,A
worker_0417,50,male,college,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,25,Cần Thơ,Nông dân / Nông nghiệp,techGap,self-employed,3666362,Cần Thơ,mekong,False,False,100,A
worker_0418,45,other,university,single,an ninh|bảo vệ|tuần tra|salary_range,21,Hà Nội,Bảo vệ,family|other,self-employed,12923982,Hà Nội,north,False,False,100,A
worker_0419,40,male,college,divorced,sửa chữa|tay nghề|thợ|salary_range,12,Buôn Ma Thuột,Thợ lành nghề,family|other|location,self-employed,6607178,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0420,64,male,upper_secondary,married,lắp ráp|sản xuất|vận hành máy|salary_range,30,Đà Lạt,Công nhân sản xuất,,retired,4699334,Đà Lạt,central_highlands,False,False,100,A
worker_0421,36,female,college,divorced,barista|pha chế|đồ uống|salary_range,13,TP. Hồ Chí Minh,Pha chế,other|health|location,self-employed,4908326,Hồ Chí Minh,south_east,False,False,100,A
worker_0422,62,male,college,single,hành chính|kế toán|văn phòng|salary_range,30,Buôn Ma Thuột,Kế toán / Hành chính,,self-employed,5688676,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0423,63,female,upper_secondary,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Biên Hòa,Giúp việc / Dịch vụ,techGap,self-employed,6707269,Biên Hòa,south_east,False,False,100,A
worker_0424,40,female,upper_secondary,married,lắp ráp|sản xuất|vận hành máy|salary_range,18,Cần Thơ,Công nhân sản xuất,,retired,8316448,Cần Thơ,mekong,False,False,100,A
worker_0425,41,other,college,widowed,lắp ráp|sản xuất|vận hành máy|salary_range,15,Nam Định,Công nhân sản xuất,,retired,10548644,Nam Định,north,False,False,100,A
worker_0426,64,male,upper_secondary,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Hà Nội,Nhân viên kho vận,family|health,unemployed,0,Hà Nội,north,False,False,100,A
worker_0427,42,male,upper_secondary,single,barista|pha chế|đồ uống|salary_range,16,Cần Thơ,Pha chế,family|location|other,unemployed,0,Cần Thơ,mekong,False,False,100,A
worker_0428,60,female,university,divorced,chào hỏi|order|phục vụ|salary_range,30,Huế,Nhân viên phục vụ,,self-employed,6720449,Huế,central,False,False,100,A
worker_0429,61,other,upper_secondary,widowed,an ninh|bảo vệ|tuần tra|salary_range,30,Hà Nội,Bảo vệ,family|health|location,employed,5932442,Hà Nội,north,False,False,100,A
worker_0430,64,male,university,divorced,công trình|xây dựng|xây tô|salary_range,30,Hải Dương,Lao động xây dựng,,retired,11376262,Hải Dương,north,False,False,100,A
worker_0431,50,male,university,single,dọn dẹp|giặt là|nấu ăn|salary_range,20,Thanh Hóa,Giúp việc / Dịch vụ,family,retired,10062365,Thanh Hóa,north,False,False,100,A
worker_0432,35,female,upper_secondary,married,sửa chữa|tay nghề|thợ|salary_range,10,Hải Phòng,Thợ lành nghề,,employed,13666917,Hải Phòng,north,False,False,100,A
worker_0433,36,female,college,single,an ninh|bảo vệ|tuần tra|salary_range,10,Cần Thơ,Bảo vệ,techGap|family|location,self-employed,6419927,Cần Thơ,mekong,False,False,100,A
worker_0434,43,female,upper_secondary,single,sửa chữa|tay nghề|thợ|salary_range,19,Thái Nguyên,Thợ lành nghề,location|other|techGap,self-employed,11684343,Thái Nguyên,north,False,False,100,A
worker_0435,56,other,college,single,lắp ráp|sản xuất|vận hành máy|salary_range,26,Biên Hòa,Công nhân sản xuất,other,employed,14292994,Biên Hòa,south_east,False,False,100,A
worker_0436,64,male,primary,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Hải Dương,Nhân viên bán hàng,,retired,14833591,Hải Dương,north,False,False,100,A
worker_0437,59,female,upper_secondary,married,chào hỏi|order|phục vụ|salary_range,30,TP. Hồ Chí Minh,Nhân viên phục vụ,family,unemployed,0,Hồ Chí Minh,south_east,False,False,100,A
worker_0438,39,female,primary,widowed,công trình|xây dựng|xây tô|salary_range,14,Bình Dương,Lao động xây dựng,other|techGap,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0439,65,other,university,single,an ninh|bảo vệ|tuần tra|salary_range,30,Thanh Hóa,Bảo vệ,location|other,retired,13437840,Thanh Hóa,north,False,False,100,A
worker_0440,59,male,college,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,30,Biên Hòa,Nhân viên bán hàng,techGap|health|family,employed,14116062,Biên Hòa,south_east,False,False,100,A
worker_0441,45,male,upper_secondary,widowed,sửa chữa|tay nghề|thợ|salary_range,21,Vĩnh Phúc,Thợ lành nghề,location|other|health,self-employed,8743282,Vĩnh Phúc,north,False,False,100,A
worker_0442,60,male,primary,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,30,Nha Trang,Nhân viên kho vận,family|health,unemployed,0,Nha Trang,central,False,False,100,A
worker_0443,41,female,upper_secondary,married,an ninh|bảo vệ|tuần tra|salary_range,21,Hải Dương,Bảo vệ,location|other|techGap,self-employed,8459844,Hải Dương,north,False,False,100,A
worker_0444,62,female,college,widowed,bằng lái|lái xe|vận chuyển|salary_range,30,Vũng Tàu,Lái xe,,unemployed,0,Vũng Tàu,south_east,False,False,100,A
worker_0445,57,female,university,divorced,công trình|xây dựng|xây tô|salary_range,28,Vĩnh Phúc,Lao động xây dựng,,self-employed,8291811,Vĩnh Phúc,north,False,False,100,A
worker_0446,60,female,primary,married,barista|pha chế|đồ uống|salary_range,30,Vũng Tàu,Pha chế,,employed,11751776,Vũng Tàu,south_east,False,False,100,A
worker_0447,54,female,primary,single,an ninh|bảo vệ|tuần tra|salary_range,30,Hà Nội,Bảo vệ,techGap|health|family,employed,7394394,Hà Nội,north,False,False,100,A
worker_0448,61,female,university,divorced,dọn dẹp|giặt là|nấu ăn|salary_range,30,Nha Trang,Giúp việc / Dịch vụ,family|location,unemployed,0,Nha Trang,central,False,False,100,A
worker_0449,60,other,primary,widowed,bằng lái|lái xe|vận chuyển|salary_range,30,Hải Phòng,Lái xe,location|techGap,unemployed,0,Hải Phòng,north,False,False,100,A
worker_0450,57,other,university,widowed,sửa chữa|tay nghề|thợ|salary_range,30,Buôn Ma Thuột,Thợ lành nghề,location|health,self-employed,12595555,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0451,57,other,primary,divorced,barista|pha chế|đồ uống|salary_range,30,Vinhy,Pha chế,location|techGap,retired,12000253,Vinh,north,False,False,100,A
worker_0452,41,female,college,divorced,công trình|xây dựng|xây tô|salary_range,13,Cần Thơ,Lao động xây dựng,location,employed,6673800,Cần Thơ,mekong,False,False,100,A
worker_0453,55,male,university,married,dọn dẹp|giặt là|nấu ăn|salary_range,30,Hải Phòng,Giúp việc / Dịch vụ,location|health|family,self-employed,8847974,Hải Phòng,north,False,False,100,A
worker_0454,44,male,university,married,barista|pha chế|đồ uống|salary_range,16,Thái Nguyên,Pha chế,techGap|other,unemployed,0,Thái Nguyên,north,False,False,100,A
worker_0455,38,female,university,married,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,10,Hà Nội,Nhân viên bán hàng,,unemployed,0,Hà Nội,north,False,False,100,A
worker_0456,38,female,university,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,16,Vĩnh Phúc,Nhân viên bán hàng,health|other|family,retired,3667577,Vĩnh Phúc,north,False,False,100,A
worker_0457,44,female,upper_secondary,widowed,công trình|xây dựng|xây tô|salary_range,16,Biên Hòa,Lao động xây dựng,other|health|techGap,employed,6089529,Biên Hòa,south_east,False,False,100,A
worker_0458,61,male,college,widowed,công trình|xây dựng|xây tô|salary_range,30,Vũng Tàu,Lao động xây dựng,location,retired,4017848,Vũng Tàu,south_east,False,False,100,A
worker_0459,45,male,primary,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,20,Thanh Hóa,Nông dân / Nông nghiệp,,retired,9403956,Thanh Hóa,north,False,False,100,A
worker_0460,45,male,upper_secondary,single,dọn dẹp|giặt là|nấu ăn|salary_range,16,Biên Hòa,Giúp việc / Dịch vụ,,self-employed,9020071,Biên Hòa,south_east,False,False,100,A
worker_0461,56,other,college,widowed,dọn dẹp|giặt là|nấu ăn|salary_range,30,Vũng Tàu,Giúp việc / Dịch vụ,family|techGap,self-employed,5747823,Vũng Tàu,south_east,False,False,100,A
worker_0462,58,other,college,married,an ninh|bảo vệ|tuần tra|salary_range,30,Biên Hòa,Bảo vệ,location,self-employed,3415333,Biên Hòa,south_east,False,False,100,A
worker_0463,55,female,university,single,an ninh|bảo vệ|tuần tra|salary_range,25,Nam Định,Bảo vệ,other,self-employed,5988950,Nam Định,north,False,False,100,A
worker_0464,36,male,upper_secondary,single,lắp ráp|sản xuất|vận hành máy|salary_range,6,Đà Lạt,Công nhân sản xuất,location,employed,5034375,Đà Lạt,central_highlands,False,False,100,A
worker_0465,46,other,college,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,20,Đà Nẵng,Nhân viên bán hàng,techGap|health,unemployed,0,Đà Nẵng,central,False,False,100,A
worker_0466,60,male,primary,married,công trình|xây dựng|xây tô|salary_range,30,Biên Hòa,Lao động xây dựng,location|family|techGap,retired,11422836,Biên Hòa,south_east,False,False,100,A
worker_0467,47,other,upper_secondary,widowed,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,20,Qui Nhơn,Nhân viên bán hàng,other,retired,6985482,Quy Nhơn,central,False,False,100,A
worker_0468,49,female,college,single,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,28,Hải Dương,Nhân viên kho vận,,unemployed,0,Hải Dương,north,False,False,100,A
worker_0469,38,other,primary,widowed,kho bãi|quản lý hàng hóa|xuất nhập khẩu|salary_range,15,Buôn Ma Thuột,Nhân viên kho vận,location|techGap|health,employed,14357061,Buôn Ma Thuột,central_highlands,False,False,100,A
worker_0470,35,male,upper_secondary,married,chăn nuôi|nông nghiệp|trồng trọt|salary_range,11,Bình Dương,Nông dân / Nông nghiệp,family|other|location,unemployed,0,Bình Dương,south_east,False,False,100,A
worker_0471,38,female,college,married,barista|pha chế|đồ uống|salary_range,11,Nha Trang,Pha chế,health|family,self-employed,10170908,Nha Trang,central,False,False,100,A
worker_0472,42,male,university,widowed,chăn nuôi|nông nghiệp|trồng trọt|salary_range,21,Nha Trang,Nông dân / Nông nghiệp,location|other|family,employed,14206332,Nha Trang,central,False,False,100,A
worker_0473,37,female,primary,widowed,bằng lái|lái xe|vận chuyển|salary_range,9,Thái Nguyên,Lái xe,location,retired,9320753,Thái Nguyên,north,False,False,100,A
worker_0474,38,female,primary,divorced,chào hỏi|order|phục vụ|salary_range,13,Huế,Nhân viên phục vụ,family,unemployed,0,Huế,central,False,False,100,A
worker_0475,56,other,university,single,an ninh|bảo vệ|tuần tra|salary_range,30,Nha Trang,Bảo vệ,location|family|other,retired,8158344,Nha Trang,central,False,False,100,A
worker_0476,64,female,college,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Qui Nhơn,Nông dân / Nông nghiệp,,retired,8052912,Quy Nhơn,central,False,False,100,A
worker_0477,57,other,upper_secondary,single,chăn nuôi|nông nghiệp|trồng trọt|salary_range,30,Nha Trang,Nông dân / Nông nghiệp,other|techGap|family,self-employed,11889967,Nha Trang,central,False,False,100,A
worker_0478,44,female,college,widowed,chào hỏi|order|phục vụ|salary_range,19,Qui Nhơn,Nhân viên phục vụ,,unemployed,0,Quy Nhơn,central,False,False,100,A
worker_0479,46,male,upper_secondary,single,bán hàng|chăm sóc khách hàng|tư vấn|salary_range,24,Bình Dương,Nhân viên bán hàng,family|techGap|location,self-employed,6218034,Bình Dương,south_east,False,False,100,A
worker_0480,58,female,college,married,sửa chữa|tay nghề|thợ|salary_range,30,Vinhy,Thợ lành nghề,family,self-employed,7168639,Vinh,north,False,False,100,A
worker_0481,57,other,university,divorced,bằng lái|lái xe|vận chuyển|salary_range,30,Nam Định,Lái xe,health|techGap|family,unemployed,0,Nam Định,north,False,False,100,A
